# kommunenummer: Offisielt kommunenummer
# kommune: Kommunenavn
# lyn_treff_justert: Estimert antall lyn innenfor landareal (2015-2025)
# lyn_per_år_justert: Årlig gjennomsnitt lyn innenfor landareal
# lyn_per_km2_per_år_justert: Lyntetthet per km² landareal per år
# andel (%): Andel av totale lyn i Norge (%)
kommunenummer,kommune,lyn_treff_justert,lyn_per_år_justert,lyn_per_km2_per_år_justert,andel (%)
4615,Fitjar,1153.2122839793572,115.27388799218943,0.8091099037845823,0.07206351295654166
4646,Fjaler,2228.287879074255,222.73731467757847,0.5346679341260675,0.09655040052238693
1578,Fjord,2609.950674390483,260.88792660676626,0.21912675049704033,0.10188162979723314
1859,Flakstad,172.49677382643577,17.242596234292737,0.09657553620641166,0.04162035544224753
5049,Flatanger,1970.1645011175503,196.93557307968945,0.42932478707612537,0.20277054793639143
4207,Flekkefjord,4640.475637278137,463.8570680119976,0.8525373890569531,0.27101028265442273
3334,Flesberg,9382.493640395905,937.8642042021357,1.6690648043318963,0.3455004241084806
3320,Flå,9513.16601504169,950.9260774477222,1.3502294254301932,0.3502801469066186
3429,Folldal,10499.072855336624,1049.4762891110295,0.821784466874196,0.3863486704833366
3107,Fredrikstad,5919.296730301338,591.6866805535205,2.0225147173253135,0.41620355442247525
3214,Frogn,2018.8464670601206,201.8017712352789,2.3550212537668207,0.10000650777642515
4214,Froland,9398.717241038737,939.4858982729608,1.4576068176885233,0.3465299028650026
5036,Frosta,487.6409099893031,48.744072899177056,0.6386802004609152,0.05812878264504712
5014,Frøya,186.88826240736665,18.68115430878234,0.07741237489135729,0.1508921720273709
4032,Fyresdal,11138.837558781868,1113.4264965366933,0.8698508589996198,0.4107987909507347
3911,Færder,985.8320901639089,98.5427397187651,0.9859203573663342,0.3103510779929429
5626,Gamvik,1803.4044082200703,180.26640944235922,0.12725735727108767,0.1460389150323385
3441,Gausdal,13691.397109703008,1368.5776667539749,1.1489549315820633,0.5039298513175307
1838,Gildeskål,489.29131031422503,48.9090451812454,0.07358063063223319,0.04062764378417272
1532,Giske,45.87477502126992,4.585594301181948,0.1130013381267114,0.037906878499078804
1557,Gjemnes,2008.637077415298,200.78125137546186,0.5261149578792597,0.09129270544443517
3230,Gjerdrum,2519.922357787539,251.88879069017477,3.027873430582699,0.09268985518542935
4211,Gjerstad,6890.973752275371,688.8144945316309,2.1383121551287707,0.2539135818764677
1122,Gjesdal,5433.0987664045415,543.0868430293539,0.8788097398449042,0.20361619120067737
3407,Gjøvik,8703.064476285308,869.9491789718688,1.2962840353621148,0.32020466037679657
4650,Gloppen,4421.833994864344,442.0018792074991,0.42890733817307514,0.17357747176930263
3324,Gol,4828.17328232933,482.61912735927416,0.9063269997357262,0.1778424551891796
3446,Gran,13368.653105641646,1336.3165152806816,1.766095969445162,0.491870243026844
1825,Grane,10316.875015663385,1031.2639845295707,0.5145745415818347,0.379068784990788
5516,Gratangen,341.60733788374506,34.146710498642,0.10917863696969562,0.015037743264910988
4202,Grimstad,3007.9652779255803,300.67304810134596,0.9904244288205613,0.34399297307214477
5045,Grong,8502.97490647025,849.9484358479087,0.7480886810378018,0.3124835697028814
3417,Grue,18342.941926335738,1833.5411983016222,2.1901659140934604,0.6742718184234783
4635,Gulen,2379.3570594871458,237.83803119257797,0.3967868924318546,0.14467853238979153
5612,Guovdageaidnu - Kautokeino,132031.90513727034,13197.77048478051,1.3595647097076453,4.864323891665009
5540,Gáivuotna - Kåfjord - Kaivuono,2716.184106766162,271.50690886599364,0.27393119998586857,0.11243378705158387
1866,Hadsel,253.77933940593573,25.367516069517794,0.04476515153087774,0.01948656217702402
3101,Halden,11089.670767203972,1108.5118357201015,1.7253639579755036,0.41984349716874964
3403,Hamar,5025.527555506018,502.3464531057944,1.4314719548223134,0.18482820389415047
5603,Hammerfest - Hámmerfeasta,1469.279842216249,146.8676689571661,0.05454026765787893,0.10794820104102364
1580,Haram,432.2351115805182,43.20576751636132,0.16541891924025162,0.06496746295622913
1517,Hareid,198.27941569274802,19.819802020190533,0.24091165698542036,0.012022841192239349
5503,Harstad - Hárstták,137.45243801123794,13.739601254407404,0.030856786341786787,0.017243769171743896
5616,Hasvik,70.9799583638485,7.095082044990603,0.012774034612805577,0.013015552850314157
1106,Haugesund,257.61902625561095,25.75132713187244,0.3543110502459059,0.04798106347361575
5055,Heim,9881.703228427712,987.7646700008818,0.9640961104883918,0.43980803162558746
1832,Hemnes,4384.787690517234,438.2987695570387,0.27574631617303474,0.16754766762395937
3326,Hemsedal,8471.676548084353,846.8198848351971,1.1238336383527718,0.3121894329153037
1515,Herøy,114.19975055078814,11.41528705218264,0.09550143940586162,0.04213509482050854
1818,Herøy,56.89042987243826,5.686707583718685,0.08822071957366873,0.07338712850064141
5056,Hitra,2026.5158122824416,202.56839092396325,0.2679865998015098,0.15265699275283723
4024,Hjartdal,7969.8535603909395,796.6581863527068,1.0063771129125538,0.29369558239635446
1133,Hjelmeland,6186.314558594848,618.3775020598708,0.5789617838175707,0.24895002358609367
3330,Hol,10086.81661047572,1008.2675881161074,0.5436752985193672,0.371899200793581
3310,Hole,5143.3554326570675,514.1244038801298,2.6682811079516804,0.1892770228062635
3903,Holmestrand,11580.711208866342,1157.59572223274,2.6774504966641377,0.4803621412128657
5026,Holtålen,10345.923267134365,1034.1676172197117,0.8549807513514706,0.38042916763333495
3901,Horten,1229.62504072105,122.9120268536846,1.7323752903972458,0.0957415243565482
3242,Hurdal,6322.280096927163,631.9684743849606,2.217822335093738,0.2325518976786357
1579,Hustadvika,849.0552006409923,84.8706655813143,0.16260928779973233,0.09412377202487074
3110,Hvaler,1423.9189825020526,142.33344509000403,1.5795521594718016,0.30145344016871684
4637,Hyllestad,1071.8098676168313,107.13698799864464,0.41381609887464127,0.05882735751554421
1875,Hábmer - Hamarøy,1794.0122660579018,179.32758078206038,0.0887566969482194,0.09188097901959061
1119,Hå,1259.2100468463893,125.86931297499827,0.48786555416665994,0.19155658290999084
4226,Hægebostad,5453.6610651640885,545.1422288043742,1.181700834137636,0.20137339819539726
4638,Høyanger,4896.493248663463,489.4483193963684,0.48899844083080407,0.22541908057987597
5046,Høylandet,4452.881160963644,445.1053213032214,0.5897934506058481,0.16464306684662935
5514,Ibestad,91.5992629171463,9.156166059246766,0.0379687582801027,0.008272597150623404
5053,Inderøy,2432.6513670143504,243.16527416584333,0.6649855721438546,0.1372883456019013
5054,Indre Fosen,5026.346935906937,502.4283575095809,0.4584325825611841,0.24089802902615357
3118,Indre Østfold,18793.771694037816,1878.6056681027126,2.3726958524081954,0.6912214508076444
4218,Iveland,3321.841724100297,332.0478078072341,1.2691503566381306,0.12254473912456804
3236,Jevnaker,5417.6273232305975,541.5403338286742,2.3992748829412704,0.19935120778080045
5534,Karlsøy,207.28071951626896,20.719562890891417,0.018980911406093277,0.041105616063986515
1149,Karmøy,891.0688081020942,89.07030163089487,0.3872453442497929,0.19332140363545716
4602,Kinn,1849.410350923554,184.86511512721074,0.2277056575360416,0.24387616400037798
1120,Klepp,687.4262185923284,68.71440239213135,0.605519936483357,0.12258150622301525
3303,Kongsberg,12840.714395505624,1283.5443166279226,1.6184094070381958,0.47278811893273937
3401,Kongsvinger,22437.796560843435,2242.8585642715007,2.163981440755946,0.824796319466377
4014,Kragerø,3298.206416444779,329.68524729240704,1.0792720964166926,0.4212406469097437
4204,Kristiansand,4952.199488386632,495.0166565772351,0.7679201026608469,0.43705049924204625
1505,Kristiansund,110.72147477615336,11.06760226108101,0.12657367636185968,0.031252033680132865
3318,Krødsherad,7761.536701306735,775.8350520394868,2.071766321404312,0.285753889131756
4622,Kvam,5537.526422394043,553.5253217787149,0.8971964045363724,0.25273703472615683
4227,Kvinesdal,9233.887931011073,923.0097336622315,0.9582642763906433,0.3440665072690392
4617,Kvinnherad,5919.462070511596,591.7032077871812,0.5424786913354064,0.3020784808423195
4028,Kviteseid,9160.58536321311,915.6824860190443,1.2924788431677339,0.3376690321392238
1144,Kvitsøy,35.020870342277426,3.500649395872148,0.557428247750342,0.0748210453400828
5510,Kvæfjord,174.750987201775,17.467925034331778,0.034075777445928324,0.008787336528884417
5546,Kvænangen,6131.265976960154,612.874903690393,0.29050609746046463,0.2869304362820669
5610,Kárášjohka - Karasjok,50148.69733895204,5012.811084579155,0.9192859420017744,1.8494585860918153
3909,Larvik,10812.723893140701,1080.828517233071,1.3296286256680825,0.7635791005517639
5624,Lebesby,5850.099615646617,584.7698096920982,0.1689841958364682,0.3574864982022727
1822,Leirfjord,815.2463266136621,81.49116606339355,0.17515188510379906,0.0383848507788926
5052,Leka,203.55024498709773,20.34666857732278,0.1847681490857499,0.11596342850251652
3432,Lesja,11206.773478942843,1120.2172997219138,0.4957832518497156,0.41282098136533146
5037,Levanger,3824.558097262338,382.2988081623067,0.5919770953272016,0.1822545070028454
3312,Lier,6343.11583345155,634.0511927115979,2.100689768119796,0.2378463598550347
5042,Lierne,15840.856574668707,1583.4353759982882,0.5346373285607213,0.5820231684194156
3405,Lillehammer,4722.586969927945,472.06483053261684,0.9877073074708473,0.1737613072615387
4215,Lillesand,2137.1162341376225,213.62389286227878,1.122504822985018,0.35226557022276817
3205,Lillestrøm,12426.09950615096,1242.0998480081112,2.720323802032657,0.4570150336988841
4205,Lindesnes,4846.063860467536,484.40745074870483,0.5188819687526296,0.4392932922473264
5518,Loabák - Lavangen,463.94903129914115,46.3758576031777,0.15375591009607353,0.018346782125160353
3434,Lom,6131.033406352229,612.851656176834,0.3113213564180915,0.22589705285968975
5614,Loppa,261.94598526687463,26.18384540742363,0.037987792022608886,0.039267261141625764
1112,Lund,3655.7292304270077,365.42285205623,0.8947889322858787,0.13511908679351559
3234,Lunner,6882.692258611891,687.9866851280768,2.357410516475044,0.2532150070059706
1834,Lurøy,324.28858211390656,32.41554587222342,0.12223978381560985,0.060114205961196744
4644,Luster,5658.092381565176,565.5769683543186,0.20898145781377817,0.21637437436186102
4225,Lyngdal,5307.18608712216,530.5007439303143,0.8253095784475714,0.26773801089262056
5536,Lyngen,944.7184422192952,94.43306267668241,0.11619670564375835,0.055555085753742066
4642,Lærdal,5036.923150799555,503.48554483566977,0.3750302005449973,0.19457148498266247
1851,Lødingen,263.92866340006566,26.38203183001477,0.05002186501965221,0.0191924253894463
3222,Lørenskog,1908.9871634595333,190.82035069884907,2.7051368117217054,0.0702251580341809
3412,Løten,6048.105124944999,604.562232316957,1.6364287362412218,0.22240417850720434
5031,Malvik,882.7281320896022,88.23657642192863,0.523876841547994,0.04485586010560246
3122,Marker,6953.4099016548935,695.0555464092638,1.6833508026380815,0.25567840260193403
4634,Masfjorden,4626.705898221364,462.4806593665444,0.8316800808634447,0.19743931866154527
5028,Melhus,7432.174203200597,742.9123228568741,1.0698468093156406,0.2742457873177777
1837,Meløy,606.5513071317422,60.630231234227914,0.06938367576928031,0.07004132254194483
5034,Meråker,12396.258516157184,1239.1169740083226,0.9726650972638605,0.4556914181547843
4020,Midt-Telemark,8960.84106255685,895.7162556373535,1.7274811587767902,0.33009500985909745
5027,Midtre Gauldal,24085.781043256426,2407.5893612614695,1.2941037078855262,0.885976771282543
4629,Modalen,4335.259555485905,433.3479892285788,1.051866569320304,0.1628047119242686
3316,Modum,11382.987222803484,1137.8314403746504,2.1998133175598373,0.41899785390446365
1506,Molde,6914.748634040993,691.191006727825,0.4597641328276826,0.33770579923767097
1874,Moskenes,62.543257764083826,6.251758319193107,0.05263308906544121,0.030810828498766277
3103,Moss,2584.067999410749,258.30072161597593,1.8748691414384548,0.17394514275377476
5524,Målselv,10431.65558393266,1042.73732951051,0.3136570950113583,0.3872310808460698
5618,Måsøy,472.3390162909529,47.21451168589779,0.04151857797368759,0.05941563109069965
5007,Namsos - Nåavmesjenjaelmie,12014.109100445445,1200.9177200157903,0.5631871353879224,0.537498212199838
5044,Namsskogan,7709.420590812094,770.6255804034256,0.5437854711240346,0.2832904935357926
3238,Nannestad,10917.204349617039,1091.272273863608,3.200399653538647,0.4015702492404837
1806,Narvik,3650.9156773480836,364.9416943490387,0.10632879620914827,0.15993687824538583
3228,Nes,23391.73981694915,2338.213729649884,3.649125615909052,0.8601662681725981
3322,Nesbyen,7374.767194130392,737.1739785594215,0.9105072422704463,0.2716353233280254
1828,Nesna,343.5536633999601,34.3412631518433,0.1874625424523353,0.02775915932764742
3212,Nesodden,1249.0685326252626,124.85557787120337,2.031162809032103,0.08713802331989985
4030,Nissedal,13478.47740849378,1347.2944371790786,1.4884435378758452,0.49683380131721805
3232,Nittedal,6184.659206444101,618.2120347984969,3.3197939791563575,0.22751480519136724
4018,Nome,8328.67195315863,832.5252958103966,1.937592328555395,0.3068214365420103
3451,Nord-Aurdal,10007.428753292968,1000.3320613410664,1.1035467928790432,0.36851662773643723
3436,Nord-Fron,8100.60109785234,809.7275727943533,0.7094658577737648,0.29821793550536196
3414,Nord-Odal,14430.928534787134,1442.500450829502,2.8387854741400047,0.5306227647902088
5620,Nordkapp,446.288883187613,44.61056775705409,0.048144883667052406,0.07279885492548596
3207,Nordre Follo,5105.274525750993,510.3178764451424,2.514005007365596,0.19560096373918448
3448,Nordre Land,12538.193630430978,1253.304658871077,1.311921302674577,0.46146385261099715
5544,Nordreisa - Ráisa - Raisi,18946.70450384243,1893.8926710532146,0.5509073239493086,0.7465559339707033
3338,Nore og Uvdal,15990.119418641674,1598.3555330210374,0.6387902983906055,0.5893398210104113
4005,Notodden,14819.41171112045,1481.3328208775984,1.5055878409960446,0.545881110645803
5060,Nærøysund,3389.109985088915,338.771872483231,0.25165047725689427,0.44227142722155083
5021,Oppdal,20513.677692307243,2050.525664235145,0.9016827085036103,0.7550859008104571
5059,Orkland,25214.654284886157,2520.4303441583656,1.3221721594720428,1.0465386902015315
3430,Os,10119.046012531335,1011.4892052756076,0.972211846670134,0.3720830362858171
5020,Osen,946.1025122971104,94.57141286713727,0.24430744734471005,0.15751024974786962
0301,Oslo,12976.836049674183,1297.1508941279408,2.856405562688146,0.5054005352554192
4630,Osterøy,2504.3409462354853,250.3312891659855,0.9812680379678786,0.11313236192208097
5047,Overhalla,5241.329891352716,523.9178278096824,0.717646500663903,0.19265959586340728
5622,Porsanger - Porsáŋgu - Porsanki,13229.948627124697,1322.4517613730968,0.2713116702890261,0.6000390466585509
4001,Porsgrunn,3119.306917470633,311.80264138099307,1.896148390786871,0.13901639922892042
5043,Raarvihke - Røyrvik,7226.965745425073,722.3999010718412,0.45584758450713764,0.2655319849857877
3120,Rakkestad,7756.267398679068,775.3083380863518,1.782850824582868,0.285239149753495
1833,Rana,9647.717503101137,964.3757027935661,0.2162185249492883,0.3646193153010325
1127,Randaberg,235.28483807208792,23.51882515211552,0.9514087844706927,0.03195060855062995
1539,Rauma,5750.168193506859,574.7807697532512,0.3966029351208556,0.22751480519136724
3424,Rendalen,37770.38938749988,3775.488430154442,1.1874434834784107,1.3889139109419988
5022,Rennebu,13278.32768595385,1327.2876812519548,1.4001663392077164,0.48863473836348914
5061,Rindal,17320.2952855669,1731.3185147929144,2.7396881267096784,0.6376150212716049
3439,Ringebu,11824.443492603543,1181.958945176093,0.9474089190795651,0.43506507592589666
3305,Ringerike,37799.758662561166,3778.424152025305,2.429698509436888,1.391193471045726
3411,Ringsaker,13760.993301016933,1375.5344288988601,1.0745607175267835,0.5061726443228107
4201,Risør,1709.6115747778442,170.89097637865558,0.9304746617589872,0.19743931866154527
3336,Rollag,5748.8963504322455,574.6536376560969,1.2790545709938055,0.21174171995751193
5025,Rosse - Røros,14383.420387159464,1437.7515863191006,0.734847708094995,0.528784409867848
3112,Råde,2212.9350088667456,221.20265790601502,1.8626023737454953,0.10890414560065123
3224,Rælingen,1752.287704908247,175.15683749801235,2.4435942731307527,0.06445272357796812
1836,Rødøy,566.4842592011568,56.625171229672276,0.07960912037238295,0.09081473316462138
1856,Røst,0.7229729525634713,0.07226761656371315,0.007148132202147691,0.008860870725778847
5522,Salangen,844.4182921106727,84.4071650775652,0.1842669571846338,0.03533318160777374
1840,Saltdal,3878.005673887968,387.6413717535797,0.17491341976706856,0.1443843956022138
4623,Samnanger,4307.84545303502,430.60770435715415,1.6004151652313765,0.17170234974849466
1514,Sande,118.84703337735914,11.879824559682655,0.1274112458138423,0.021582286788515283
3907,Sandefjord,4383.362974911218,438.1563564822995,1.0376458970357114,0.23174302151279697
1108,Sandnes,8476.114897769568,847.2635376054557,0.8141989194851631,0.3434046994969893
3105,Sarpsborg,10476.309820806908,1047.200920101183,2.5818563118865465,0.40572493136501897
1135,Sauda,2565.65399174522,256.46007676106774,0.4692258430201035,0.09794755026338112
3437,Sel,8057.0669958643975,805.3759497097623,0.8898788448132262,0.29652664897679004
5032,Selbu,10720.560570211608,1071.6159683278024,0.86781766733164,0.39421682955104065
4022,Seljord,7173.228016039684,717.0283341156252,1.0027246379644588,0.264392204933924
5530,Senja,995.9215956266456,99.55127608172751,0.05115398208823114,0.08897637824226062
3332,Sigdal,15577.131781282496,1557.0737228006108,1.8482025956706518,0.5736035028750033
4010,Siljan,5141.5620985855185,513.9451440909579,2.4021740784807566,0.1893137899047107
4228,Sirdal,9266.128197558288,926.2324368248944,0.595923795471147,0.34226491944512566
5029,Skaun,1765.3861548983857,176.46614479382467,0.787092528072367,0.07324006010685254
4003,Skien,16321.733322089003,1631.503310315547,2.093818416729398,0.6043040300784279
3116,Skiptvet,2381.0240040887143,238.0046572231535,2.351824676118117,0.08757922850126644
5542,Skjervøy,483.63471573343503,48.34361793148253,0.10199075512970997,0.058606754924860914
3433,Skjåk,3848.9218355253643,384.7341818351503,0.1853685030836519,0.1418842329078032
1573,Smøla,220.33450104017555,22.02440517376139,0.0809988789443617,0.06434242228262647
5041,Snåase - Snåsa,20019.334259557283,2001.1116142045148,0.854204884278775,0.7357096399287747
4640,Sogndal,4440.501296334514,443.8678430449319,0.3528810047740029,0.191924253894463
1111,Sokndal,1868.189567428462,186.74226587390413,0.6330675499149234,0.2033220544130997
1124,Sola,418.5472823571415,41.837546491775015,0.6059021939431574,0.1268464896428922
4636,Solund,186.3337233271667,18.6257231650924,0.08161659508826256,0.052834320468648145
1870,Sortland - Suortá,337.7928949449671,33.765422791091744,0.04676845684874959,0.01878798730652693
4649,Stad,1595.1612085916543,159.45063805093093,0.2118157204640545,0.12989815881401107
3413,Stange,12390.674849295901,1238.5588365367619,1.7100788884487303,0.45565465105633707
1103,Stavanger,1951.158382113988,195.0357413976831,0.743786673013817,0.2136168419783199
1848,Steigen,742.942932057343,74.26379472740682,0.07358242150427721,0.09423407332021239
5006,Steinkjer,17466.15663854732,1745.8986623506867,0.8227376522580354,0.6808898961439771
5035,Stjørdal,7413.635131904039,741.059176772838,0.7898144209799289,0.29071744742213007
3423,Stor-Elvdal,23275.86810767248,2326.631315360529,1.0742744221965068,0.8561586544418515
4614,Stord,1220.0783001339619,121.95774469729872,0.848578796947528,0.07092373290467799
5538,Storfjord - Omasvuotna - Omasvuono,5001.313425283839,499.9260340954905,0.32405283756424685,0.19140951451620197
1130,Strand,1735.1841423145584,173.44718335533454,0.6625431962845584,0.09621949663636199
1525,Stranda,2251.3365537717864,225.04123597841954,0.2599048760520402,0.09059413057393809
4651,Stryn,3833.5568670267294,383.1983157311201,0.27727407398671516,0.1494582551879295
1531,Sula,165.81660667673452,16.5748537462171,0.2832824089252624,0.012868484456525296
1134,Suldal,8343.801221471263,834.0376015715323,0.48035892918857115,0.3388455792895346
1563,Sunndal,11387.831847624768,1138.3157039805546,0.6643723795680762,0.4405433735945317
4647,Sunnfjord,12096.465772567897,1209.1500064122672,0.5475900451568826,0.4577871427662756
1566,Surnadal,21645.262066063784,2163.6376490503003,1.5838873590260099,0.8479963585865699
4612,Sveio,1512.0302367875645,151.14095347199176,0.6140197175380531,0.08500553160996138
1528,Sykkylven,716.5801302777768,71.62859676627203,0.21204439540045003,0.03136233497547451
1812,Sømna,416.124341314816,41.595351851460464,0.2131018589654207,0.061915793785110286
3447,Søndre Land,9581.891288581566,957.795783567164,1.3150213270641367,0.3525964741087931
3449,Sør-Aurdal,12344.850098018576,1233.9782425564545,1.1126443736138627,0.4544781039060262
3438,Sør-Fron,6486.891088852413,648.4228161476036,0.8736497118668872,0.23876553731621508
3415,Sør-Odal,15466.075451915398,1545.9726488265185,2.9917804869499527,0.5686399445846292
5605,Sør-Varanger,7695.289692900836,769.213070698421,0.19368716245031273,0.366420903124946
1845,Sørfold,2053.5705046527237,205.272749541436,0.12536352893053462,0.0843069567394643
5526,Sørreisa,589.6734028256268,58.943133656830916,0.16239119942923907,0.02334710751398161
1121,Time,2085.977649644929,208.51213369808707,1.1382909362271376,0.07717413964070456
1560,Tingvoll,1374.177379566768,137.36132673419868,0.4078303100685807,0.07588729119505203
4026,Tinn,15685.930781018224,1567.9491564769855,0.7666745666422112,0.5780890888855635
4034,Tokke,5865.489232428459,586.3081396126149,0.5954906047376698,0.2163376072634138
3426,Tolga,11825.452814516222,1182.0598359337848,1.0530037021930096,0.43488124043366055
5501,Tromsø,1529.7412516915344,152.91132790923177,0.06065984128420811,0.11794885181866613
5001,Trondheim - Tråante,3260.109539401827,325.8771234993206,0.6164909638655327,0.1620326028568771
3421,Trysil,37547.32336191392,3753.190984657652,1.2450872427871722,1.3801265744131144
1835,Træna,7.148332349302343,0.7145397894314944,0.04320071278304078,0.02849450129659173
4213,Tvedestrand,2644.305291788905,264.32197805853787,1.1781679432072114,0.26884102384603703
5033,Tydal,8473.103055481282,846.962477015473,0.6374657371563953,0.3114908580448066
3427,Tynset,15748.03593460938,1574.157122363458,0.8372018350459288,0.5793024031343216
4616,Tysnes,1567.386934695954,156.67435082038784,0.6141202211523512,0.10963948756959553
1146,Tysvær,3373.0052574570414,337.16206083365745,0.792334408463933,0.18640918912738072
3905,Tønsberg,6319.308860197613,631.6714726839568,1.9184579745002637,0.27053231037460895
3209,Ullensaker,8193.344097775538,818.9980656027683,3.2443276247930926,0.3013431388733752
4618,Ullensvang,11197.729550360351,1119.3132781251009,0.34654734763463296,0.43980803162558746
1516,Ulstein,171.15860556714114,17.108834341378845,0.17601681421171653,0.016692262695035667
4620,Ulvik,3113.1983799145673,311.1920383863699,0.4310139035822298,0.11886802927984652
