kommune,lyn_treff,andel (%),lyn_per_år,areal_km2,lyn_per_km2
Malvik,1220,0.05016562881382137,61.0,231.7581217156426,5.264108938097489
Båtsfjord,1212,0.049836673870779925,60.6,2833.2735929013284,0.42777372543076153
Oppegård,1209,0.049713315767139374,60.45,45.49290088919887,26.575575009925256
Måsøy,1188,0.04884980904165556,59.4,3890.6771501010985,0.30534530472905724
Fauske,1155,0.04749286990160958,57.75,1292.890663592414,0.8933470033658745
Hamarøy,1151,0.04732839243008885,57.55,1561.3261502671432,0.7371938270572511
Ballangen,1124,0.046218169497323956,56.2,1192.331555656691,0.9426908100079121
Ørland,1098,0.04514906593243923,54.9,335.60331046363876,3.2717198125462583
Vestnes,1090,0.04482011098939778,54.5,467.9471428369366,2.3293229089761263
Alstahaug,1071,0.04403884299967433,53.55,584.9518651299817,1.830919882206058
Leirfjord,1044,0.04292862006690944,52.2,595.8098214006403,1.7522369764663266
Salangen,961,0.03951571253285437,48.05,521.3115423340224,1.8434274363030578
Sola,912,0.03750086350672548,45.6,568.8134937987808,1.603337491010054
Arendal,878,0.03610280499879931,43.9,920.8827589013374,0.9534329875471891
Gildeskål,872,0.03585608879151823,43.6,1501.1376890974188,0.5808927497678796
Sykkylven,853,0.035074820801794776,42.65,402.10888373474387,2.1213159780938637
Meløy,825,0.0339234785011497,41.25,2741.350347253302,0.3009465757729979
Bokn,795,0.03268989746474425,39.75,189.83916070518256,4.187755556055283
Hornindal,794,0.03264877809686407,39.7,192.36086877427212,4.127658629633908
Averøy,782,0.0321553456823019,39.1,720.6171309901072,1.0851809738765918
Vågsøy,759,0.031209600221057718,37.95,825.8086233291325,0.919099145441467
Loppa,750,0.03083952591013609,37.5,2810.3849702857324,0.2668673537361493
Selje,722,0.02968818360949101,36.1,1047.2945245982744,0.6893953735478067
Randaberg,721,0.02964706424161083,36.05,91.30058595230143,7.896992034384919
Tønsberg,709,0.029153631827048648,35.45,160.32881466360445,4.42216205170353
Dyrøy,666,0.027385499008200847,33.3,469.5001268237876,1.4185299682569896
Farsund,663,0.027262140904560302,33.15,1259.2284913557987,0.5265128644652525
Stordal,661,0.02717990216879994,33.05,274.44516969493725,2.4084956595692404
Sørreisa,635,0.026110798603915224,31.75,390.8703079124375,1.6245797829756161
Klepp,621,0.025535127453592682,31.05,550.3868542547127,1.1282972970728118
Giske,605,0.024877217567509775,30.25,911.9957423472149,0.663380289959363
Nesna,604,0.024836098199629595,30.2,402.58164658812,1.5003167807546638
