dato,timestamp,lat,lon
2018-04-22,2018-04-22 16:57:59,57.9191,4.7634
2018-04-22,2018-04-22 18:10:08,59.2464,4.5261
2018-04-22,2018-04-22 18:50:17,57.9287,4.5268
2018-04-22,2018-04-22 22:43:34,58.0937,6.4206
2018-04-22,2018-04-22 22:44:44,58.4145,6.1753
2018-04-22,2018-04-22 22:46:25,57.9071,6.6125
2018-04-22,2018-04-22 23:10:40,58.0695,5.7812
2018-04-22,2018-04-22 23:27:38,57.9111,6.7249
2018-04-22,2018-04-22 23:29:53,58.1372,6.7712
2018-04-22,2018-04-22 23:31:48,57.9562,6.7375
2018-04-22,2018-04-22 23:34:43,57.9562,6.728
2018-04-22,2018-04-22 23:34:43,57.958,6.7443
2018-04-22,2018-04-22 23:34:43,57.9989,6.758
2018-04-22,2018-04-22 23:34:43,57.9756,6.6968
2018-04-22,2018-04-22 23:34:43,57.9722,6.743
2018-04-22,2018-04-22 23:34:43,57.9605,6.7191
2018-04-22,2018-04-22 23:42:42,58.0574,6.7493
2018-04-22,2018-04-22 23:42:42,58.0714,6.7518
