dato,timestamp,lat,lon
2016-03-27,2016-03-27 04:33:29,61.0329,5.1612
2016-03-27,2016-03-27 04:33:29,61.0261,5.1232
2016-03-27,2016-03-27 04:33:29,61.0271,5.1246
2016-03-27,2016-03-27 04:33:30,61.0332,5.1601
2016-03-27,2016-03-27 15:27:24,60.6323,5.9992
2016-03-27,2016-03-27 15:27:24,60.633,5.9533
2016-03-27,2016-03-27 15:27:24,60.6388,5.9337
2016-03-27,2016-03-27 15:27:24,60.6279,6.0007
2016-03-27,2016-03-27 16:25:42,61.1354,4.8076
2016-03-27,2016-03-27 16:26:52,67.1707,4.5475
2016-03-27,2016-03-27 17:05:36,68.0497,5.3889
2016-03-27,2016-03-27 17:34:26,67.895,9.9757
2016-03-27,2016-03-27 17:37:18,61.9212,5.0331
2016-03-27,2016-03-27 17:37:18,61.9021,5.0095
2016-03-27,2016-03-27 18:10:59,62.388,5.5966
2016-03-27,2016-03-27 18:10:59,61.9182,5.0259
2016-03-27,2016-03-27 18:10:59,61.9071,5.0146
2016-03-27,2016-03-27 18:10:59,61.9072,5.0119
2016-03-27,2016-03-27 18:10:59,61.885,4.9895
2016-03-27,2016-03-27 18:10:59,61.6001,4.6779
2016-03-27,2016-03-27 18:10:59,61.9093,5.0157
2016-03-27,2016-03-27 18:10:59,61.8809,4.9845
2016-03-27,2016-03-27 19:10:48,61.4592,4.8796
2016-03-27,2016-03-27 19:10:48,61.5122,4.7034
2016-03-27,2016-03-27 19:10:48,61.4755,4.6531
2016-03-27,2016-03-27 19:10:48,61.3805,4.7006
2016-03-27,2016-03-27 19:19:16,61.8628,5.0093
2016-03-27,2016-03-27 19:20:01,61.8971,5.0039
2016-03-27,2016-03-27 19:22:56,61.9235,5.0265
2016-03-27,2016-03-27 19:22:56,61.8913,4.9981
2016-03-27,2016-03-27 19:22:56,61.8104,4.9721
2016-03-27,2016-03-27 19:50:00,61.8755,4.9835
2016-03-27,2016-03-27 19:50:00,62.0133,4.7516
2016-03-27,2016-03-27 19:50:00,61.8783,4.9831
2016-03-27,2016-03-27 20:58:11,64.7265,7.3354
2016-03-27,2016-03-27 20:58:11,64.6021,6.108
2016-03-27,2016-03-27 20:58:11,67.771,8.9152
2016-03-27,2016-03-27 23:13:20,68.5234,10.2632
2016-03-27,2016-03-27 23:13:20,68.4518,10.2539
2016-03-27,2016-03-27 23:15:13,68.7427,9.7316
