dato,timestamp,lat,lon
2016-06-27,2016-06-27 03:58:07,59.8418,24.3781
2016-06-27,2016-06-27 03:58:07,59.8409,24.3782
2016-06-27,2016-06-27 04:12:26,59.8661,24.4979
2016-06-27,2016-06-27 04:12:26,59.8666,24.4971
2016-06-27,2016-06-27 04:12:26,59.8586,24.4989
2016-06-27,2016-06-27 04:12:26,59.8662,24.4984
2016-06-27,2016-06-27 06:39:21,60.102,24.1103
2016-06-27,2016-06-27 06:49:20,60.0084,24.2384
2016-06-27,2016-06-27 07:16:45,60.2653,23.9878
2016-06-27,2016-06-27 07:18:00,60.2709,24.0134
2016-06-27,2016-06-27 07:18:00,60.2883,23.9972
2016-06-27,2016-06-27 07:18:00,60.2738,23.9796
2016-06-27,2016-06-27 07:19:38,60.2598,23.9715
2016-06-27,2016-06-27 07:19:38,60.3058,24.0787
2016-06-27,2016-06-27 07:19:38,60.3042,24.044
2016-06-27,2016-06-27 07:21:38,60.3283,23.9558
2016-06-27,2016-06-27 07:21:38,60.279,24.0009
2016-06-27,2016-06-27 08:04:57,60.4681,24.0238
2016-06-27,2016-06-27 08:04:57,60.3157,23.8962
2016-06-27,2016-06-27 08:04:57,60.3777,24.6928
2016-06-27,2016-06-27 08:08:16,60.4998,24.0632
2016-06-27,2016-06-27 08:08:16,60.5397,24.0532
2016-06-27,2016-06-27 08:08:16,60.5078,24.0127
2016-06-27,2016-06-27 08:13:07,60.4974,24.0317
2016-06-27,2016-06-27 08:13:07,60.5146,24.1551
2016-06-27,2016-06-27 08:13:07,60.5279,24.0154
2016-06-27,2016-06-27 08:13:51,59.9837,24.8184
2016-06-27,2016-06-27 08:13:51,59.9813,24.8091
2016-06-27,2016-06-27 08:13:51,59.9853,24.8289
2016-06-27,2016-06-27 08:13:51,59.9856,24.8288
2016-06-27,2016-06-27 08:14:13,60.529,24.071
2016-06-27,2016-06-27 08:14:13,60.525,24.0426
2016-06-27,2016-06-27 08:16:12,60.7287,23.3841
2016-06-27,2016-06-27 08:17:41,60.5667,24.0713
2016-06-27,2016-06-27 08:17:41,60.5616,24.0508
2016-06-27,2016-06-27 08:17:41,60.561,24.0448
2016-06-27,2016-06-27 08:18:24,60.7467,23.4066
2016-06-27,2016-06-27 08:18:24,60.7456,23.4034
2016-06-27,2016-06-27 08:18:24,60.7452,23.4059
2016-06-27,2016-06-27 08:18:54,60.565,24.0392
2016-06-27,2016-06-27 08:29:14,60.0467,24.7588
2016-06-27,2016-06-27 08:29:14,60.0452,24.8446
2016-06-27,2016-06-27 08:50:51,60.0529,24.9854
2016-06-27,2016-06-27 08:50:51,60.079,24.9981
2016-06-27,2016-06-27 08:50:51,60.0876,24.9733
2016-06-27,2016-06-27 08:52:35,60.8522,23.6084
2016-06-27,2016-06-27 09:07:08,60.3546,25.0473
2016-06-27,2016-06-27 09:07:08,60.3479,25.0804
2016-06-27,2016-06-27 09:10:19,60.7798,24.0814
2016-06-27,2016-06-27 09:10:19,60.8153,24.2504
2016-06-27,2016-06-27 09:10:19,60.7847,24.1095
2016-06-27,2016-06-27 09:15:32,62.5417,7.533
2016-06-27,2016-06-27 09:15:32,62.5405,7.5618
2016-06-27,2016-06-27 09:36:30,60.982,23.941
2016-06-27,2016-06-27 09:37:57,59.1349,9.3191
2016-06-27,2016-06-27 09:50:19,60.926,24.1878
2016-06-27,2016-06-27 09:53:22,62.6132,7.818
2016-06-27,2016-06-27 09:54:54,62.6544,7.7449
2016-06-27,2016-06-27 10:02:51,62.6564,7.7043
2016-06-27,2016-06-27 10:06:49,62.7072,7.8235
2016-06-27,2016-06-27 10:25:42,62.7248,8.0766
2016-06-27,2016-06-27 10:29:43,62.76,8.0055
2016-06-27,2016-06-27 10:37:04,62.793,7.9019
2016-06-27,2016-06-27 10:37:04,62.8483,8.7846
2016-06-27,2016-06-27 10:41:38,62.7603,8.1872
2016-06-27,2016-06-27 10:50:07,61.1949,24.3831
2016-06-27,2016-06-27 10:52:15,62.7657,8.0819
2016-06-27,2016-06-27 10:52:15,62.8424,7.9345
2016-06-27,2016-06-27 10:52:15,62.8333,8.053
