dato,timestamp,lat,lon,kommune
2013-06-07,2013-06-07 00:17:49,62.4505,9.6945,Oppdal
2013-06-07,2013-06-07 02:36:09,63.914,9.7356,Bjugn
2013-06-07,2013-06-07 06:38:30,68.6623,18.4103,Bardu
2013-06-07,2013-06-07 06:41:51,68.5209,18.5471,
2013-06-07,2013-06-07 06:41:51,68.6749,18.4265,Bardu
2013-06-07,2013-06-07 07:11:39,68.6373,18.6421,Bardu
2013-06-07,2013-06-07 07:11:39,68.7656,18.4469,Bardu
2013-06-07,2013-06-07 07:14:29,68.7132,18.4761,Bardu
2013-06-07,2013-06-07 07:16:54,68.7321,18.4443,Bardu
2013-06-07,2013-06-07 08:31:17,68.4492,19.6927,Bardu
2013-06-07,2013-06-07 08:40:35,68.8577,19.9408,Målselv
2013-06-07,2013-06-07 08:47:44,69.1581,17.9213,Sørreisa
2013-06-07,2013-06-07 08:47:44,69.0672,18.294,Sørreisa
2013-06-07,2013-06-07 08:48:59,68.6904,19.5117,Målselv
2013-06-07,2013-06-07 08:48:59,68.6896,19.5571,Målselv
2013-06-07,2013-06-07 08:48:59,68.6961,19.5665,Målselv
2013-06-07,2013-06-07 08:48:59,68.6874,19.567,Målselv
2013-06-07,2013-06-07 08:49:45,68.9274,19.9365,Målselv
2013-06-07,2013-06-07 08:51:20,68.4339,19.5976,Bardu
2013-06-07,2013-06-07 08:54:51,68.8222,18.1598,Bardu
2013-06-07,2013-06-07 08:55:22,68.427,19.7043,Bardu
2013-06-07,2013-06-07 08:58:40,69.0676,18.4197,Sørreisa
2013-06-07,2013-06-07 09:07:01,68.4445,19.6692,Bardu
2013-06-07,2013-06-07 09:07:01,68.4452,19.6432,Bardu
2013-06-07,2013-06-07 09:07:01,68.4436,19.6201,Bardu
2013-06-07,2013-06-07 09:07:40,68.4416,19.6349,Bardu
2013-06-07,2013-06-07 09:07:40,68.4347,19.6407,Bardu
2013-06-07,2013-06-07 09:07:40,68.4319,19.6576,Bardu
2013-06-07,2013-06-07 09:07:40,68.4295,19.6444,Bardu
2013-06-07,2013-06-07 09:08:20,68.437,19.6309,Bardu
2013-06-07,2013-06-07 09:08:21,68.432,19.6271,Bardu
2013-06-07,2013-06-07 09:08:21,68.4305,19.6267,Bardu
2013-06-07,2013-06-07 09:08:21,68.4317,19.622,Bardu
2013-06-07,2013-06-07 09:09:13,68.457,19.6613,Bardu
2013-06-07,2013-06-07 09:09:13,68.4505,19.6222,Bardu
2013-06-07,2013-06-07 09:09:56,68.4346,19.6434,Bardu
2013-06-07,2013-06-07 09:11:01,68.4339,19.5917,Bardu
2013-06-07,2013-06-07 09:14:29,68.4697,19.7201,Bardu
2013-06-07,2013-06-07 09:17:14,68.617,19.5731,Målselv
2013-06-07,2013-06-07 09:17:14,68.6347,19.5869,Målselv
2013-06-07,2013-06-07 09:17:14,68.5748,19.6044,Bardu
2013-06-07,2013-06-07 09:18:55,68.436,19.6562,Bardu
2013-06-07,2013-06-07 09:21:54,68.5858,19.6772,Målselv
2013-06-07,2013-06-07 09:25:24,68.7753,19.2333,Målselv
2013-06-07,2013-06-07 09:36:32,68.667,19.5488,Målselv
2013-06-07,2013-06-07 09:36:32,68.6551,19.5231,Målselv
2013-06-07,2013-06-07 09:46:16,68.9106,22.2945,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 09:47:20,68.9162,22.2563,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 09:48:26,68.9271,22.2711,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 09:49:17,68.5144,19.8177,Bardu
2013-06-07,2013-06-07 09:49:17,68.5493,19.8571,Bardu
2013-06-07,2013-06-07 09:50:12,68.4434,19.806,Bardu
2013-06-07,2013-06-07 09:50:12,68.4528,19.8446,Bardu
2013-06-07,2013-06-07 09:52:31,68.7711,19.6589,Målselv
2013-06-07,2013-06-07 09:54:10,68.9269,22.2176,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 09:54:10,68.9285,22.2631,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 09:55:47,68.7922,19.4262,Målselv
2013-06-07,2013-06-07 09:55:47,68.7911,19.3972,Målselv
2013-06-07,2013-06-07 09:55:47,68.786,19.4341,Målselv
2013-06-07,2013-06-07 09:55:56,68.5128,19.4743,Bardu
2013-06-07,2013-06-07 09:56:15,68.9253,22.2217,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 09:57:29,68.579,19.7237,Målselv
2013-06-07,2013-06-07 09:58:23,68.6602,19.693,Målselv
2013-06-07,2013-06-07 09:58:23,68.6556,19.6946,Målselv
2013-06-07,2013-06-07 09:58:23,68.5837,19.6809,Målselv
2013-06-07,2013-06-07 09:58:23,68.6496,19.6949,Målselv
2013-06-07,2013-06-07 09:58:23,68.6506,19.6951,Målselv
2013-06-07,2013-06-07 09:58:24,68.6554,19.6923,Målselv
2013-06-07,2013-06-07 09:58:40,68.4868,19.8542,Bardu
2013-06-07,2013-06-07 09:59:15,68.6789,19.9174,Målselv
2013-06-07,2013-06-07 09:59:51,68.5473,19.7141,Bardu
2013-06-07,2013-06-07 10:00:26,68.6048,19.6455,Målselv
2013-06-07,2013-06-07 10:00:26,68.6233,19.6768,Målselv
2013-06-07,2013-06-07 10:00:48,68.9359,22.197,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:00:57,68.6214,19.5841,Målselv
2013-06-07,2013-06-07 10:00:57,68.5569,19.6314,Bardu
2013-06-07,2013-06-07 10:00:57,68.5909,19.8935,Målselv
2013-06-07,2013-06-07 10:00:57,68.6049,19.6139,Målselv
2013-06-07,2013-06-07 10:00:57,68.6033,19.6159,Målselv
2013-06-07,2013-06-07 10:00:57,68.6045,19.6219,Målselv
2013-06-07,2013-06-07 10:00:57,68.6025,19.6131,Målselv
2013-06-07,2013-06-07 10:00:57,68.5583,19.6572,Bardu
2013-06-07,2013-06-07 10:03:21,68.5945,19.8118,Målselv
2013-06-07,2013-06-07 10:03:21,68.6098,19.706,Målselv
2013-06-07,2013-06-07 10:04:15,68.5791,19.7213,Målselv
2013-06-07,2013-06-07 10:04:15,68.5719,19.6848,Bardu
2013-06-07,2013-06-07 10:04:26,69.203,23.4056,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:05:13,68.6002,19.7066,Målselv
2013-06-07,2013-06-07 10:05:38,68.9396,22.2958,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:05:38,68.9726,22.4218,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:06:04,68.7037,19.9342,Målselv
2013-06-07,2013-06-07 10:07:35,69.272,22.5718,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:07:42,69.2065,23.3796,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:07:42,69.2196,23.3718,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:07:48,68.9008,23.2265,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:07:48,68.9006,23.2047,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:08:54,68.6935,19.8373,Målselv
2013-06-07,2013-06-07 10:10:07,68.5915,19.704,Målselv
2013-06-07,2013-06-07 10:11:00,68.6049,19.726,Målselv
2013-06-07,2013-06-07 10:11:48,68.5923,19.8043,Målselv
2013-06-07,2013-06-07 10:11:48,68.5935,19.7899,Målselv
2013-06-07,2013-06-07 10:11:48,68.6382,19.8235,Målselv
2013-06-07,2013-06-07 10:12:17,68.8884,23.0956,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:12:17,68.9289,23.1634,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:13:02,68.657,19.5757,Målselv
2013-06-07,2013-06-07 10:14:40,68.764,19.4822,Målselv
2013-06-07,2013-06-07 10:14:40,68.7644,19.3718,Målselv
2013-06-07,2013-06-07 10:14:47,68.4944,19.678,Bardu
2013-06-07,2013-06-07 10:15:43,68.616,19.8073,Målselv
2013-06-07,2013-06-07 10:16:05,68.7663,19.4368,Målselv
2013-06-07,2013-06-07 10:16:11,68.6029,19.7419,Målselv
2013-06-07,2013-06-07 10:16:49,68.896,23.2703,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:17:34,69.22,22.9241,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:17:34,69.2249,22.8599,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:18:09,68.4463,19.7731,Bardu
2013-06-07,2013-06-07 10:19:46,68.5781,19.8496,Målselv
2013-06-07,2013-06-07 10:20:32,68.8898,23.1912,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:20:32,70.0767,25.9049,Porsanger  Porsāngu  Porsanki
2013-06-07,2013-06-07 10:20:51,69.25,22.8803,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:20:51,69.2325,23.123,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:20:52,69.2086,22.8309,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:20:52,69.2104,22.8561,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:21:46,68.5019,19.602,Bardu
2013-06-07,2013-06-07 10:21:46,68.5109,19.6108,Bardu
2013-06-07,2013-06-07 10:21:46,68.5655,19.7212,Målselv
2013-06-07,2013-06-07 10:22:33,68.5294,19.6422,Bardu
2013-06-07,2013-06-07 10:22:33,68.5426,19.6699,Bardu
2013-06-07,2013-06-07 10:22:33,68.5423,19.6701,Bardu
2013-06-07,2013-06-07 10:22:33,68.5732,19.7183,Målselv
2013-06-07,2013-06-07 10:22:34,68.5691,19.7228,Målselv
2013-06-07,2013-06-07 10:23:12,69.3066,23.1019,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:23:12,69.2879,23.0611,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:23:12,69.2246,22.9254,Guovdageaidnu  Kautokeino
2013-06-07,2013-06-07 10:23:22,68.635,19.8039,Målselv
