dato,timestamp,lat,lon
2023-07-28,2023-07-28 00:15:25,58.9842,19.1811
2023-07-28,2023-07-28 00:47:35,58.9154,18.8822
2023-07-28,2023-07-28 00:47:35,58.9212,18.8753
2023-07-28,2023-07-28 00:47:35,58.9281,18.8581
2023-07-28,2023-07-28 00:47:35,58.915,18.87
2023-07-28,2023-07-28 00:47:35,58.8573,18.5933
2023-07-28,2023-07-28 00:47:35,58.9209,18.8741
2023-07-28,2023-07-28 00:59:56,58.4909,18.6929
2023-07-28,2023-07-28 00:59:56,58.4927,18.6766
2023-07-28,2023-07-28 00:59:56,58.4887,18.7044
2023-07-28,2023-07-28 00:59:56,58.4945,18.6982
2023-07-28,2023-07-28 00:59:56,58.4974,18.6949
2023-07-28,2023-07-28 01:02:01,58.5012,18.7034
2023-07-28,2023-07-28 01:02:01,58.5354,18.7952
2023-07-28,2023-07-28 01:02:01,58.4996,18.7203
2023-07-28,2023-07-28 01:03:30,58.5038,18.7485
2023-07-28,2023-07-28 01:03:30,58.4996,18.715
2023-07-28,2023-07-28 01:03:30,58.4953,18.6596
2023-07-28,2023-07-28 01:03:30,58.5112,18.6982
2023-07-28,2023-07-28 01:03:30,58.5003,18.725
2023-07-28,2023-07-28 01:03:30,58.5122,18.7177
2023-07-28,2023-07-28 01:04:46,59.2606,19.393
2023-07-28,2023-07-28 01:05:04,58.5107,18.7218
2023-07-28,2023-07-28 01:05:04,58.5151,18.72
2023-07-28,2023-07-28 01:05:04,58.5346,18.8067
2023-07-28,2023-07-28 01:05:04,58.5007,18.822
2023-07-28,2023-07-28 01:05:04,58.4953,18.7389
2023-07-28,2023-07-28 01:08:54,58.4848,18.8201
2023-07-28,2023-07-28 01:08:54,58.5249,18.7396
2023-07-28,2023-07-28 01:11:40,58.5217,18.7591
2023-07-28,2023-07-28 01:11:40,58.5743,18.8214
2023-07-28,2023-07-28 01:11:40,58.5266,18.7699
2023-07-28,2023-07-28 01:11:40,58.5219,18.7657
2023-07-28,2023-07-28 01:11:40,58.5211,18.7615
2023-07-28,2023-07-28 01:11:40,58.5711,18.8076
2023-07-28,2023-07-28 01:17:33,58.8967,18.8916
2023-07-28,2023-07-28 01:17:34,58.9032,18.8415
2023-07-28,2023-07-28 01:17:34,58.8916,18.8809
2023-07-28,2023-07-28 01:17:34,58.9007,18.8686
2023-07-28,2023-07-28 01:17:34,58.8635,18.8836
2023-07-28,2023-07-28 01:21:01,58.7221,19.1162
2023-07-28,2023-07-28 01:21:01,58.72,19.124
2023-07-28,2023-07-28 01:22:23,58.7219,19.1296
2023-07-28,2023-07-28 01:22:23,58.7192,19.1329
2023-07-28,2023-07-28 01:22:23,58.7105,19.1329
2023-07-28,2023-07-28 01:22:23,58.7223,19.0972
2023-07-28,2023-07-28 01:22:23,59.0615,19.3778
2023-07-28,2023-07-28 01:22:23,58.7254,19.1187
2023-07-28,2023-07-28 01:22:23,58.7286,19.1453
2023-07-28,2023-07-28 01:23:06,58.8998,18.9004
2023-07-28,2023-07-28 01:23:06,58.9168,18.9242
2023-07-28,2023-07-28 01:23:06,58.9345,18.8668
