dato,timestamp,lat,lon,kommune
2013-05-31,2013-05-31 10:12:13,58.2329,7.6557,Songdalen
2013-05-31,2013-05-31 10:20:37,58.3479,7.5897,Songdalen
2013-05-31,2013-05-31 10:34:24,58.6919,6.9798,Kvinesdal
2013-05-31,2013-05-31 10:34:24,59.0144,6.2828,Forsand
2013-05-31,2013-05-31 10:36:10,58.1708,7.016,Lyngdal
2013-05-31,2013-05-31 10:36:10,58.1945,7.0806,Lyngdal
2013-05-31,2013-05-31 10:37:00,58.4347,7.3228,Audnedal
2013-05-31,2013-05-31 10:39:35,58.1904,7.0528,Lyngdal
2013-05-31,2013-05-31 10:39:35,58.1773,7.0247,Lyngdal
2013-05-31,2013-05-31 10:39:35,58.2035,7.0701,Lyngdal
2013-05-31,2013-05-31 10:43:06,58.1748,7.0966,Lyngdal
2013-05-31,2013-05-31 10:44:10,58.532,6.8155,Sirdal
2013-05-31,2013-05-31 10:45:30,58.51,7.2959,Hægebostad
2013-05-31,2013-05-31 10:50:28,58.3264,7.0468,Kvinesdal
2013-05-31,2013-05-31 10:51:52,58.3417,7.0084,Kvinesdal
2013-05-31,2013-05-31 10:54:49,58.3195,6.9676,Kvinesdal
2013-05-31,2013-05-31 10:56:22,58.3234,6.9096,Kvinesdal
2013-05-31,2013-05-31 10:57:35,58.1402,7.0528,Lyngdal
2013-05-31,2013-05-31 10:57:35,58.5505,7.1184,Hægebostad
2013-05-31,2013-05-31 11:01:55,58.3446,7.0678,Kvinesdal
2013-05-31,2013-05-31 11:01:55,58.3227,6.9872,Kvinesdal
2013-05-31,2013-05-31 11:06:41,58.3143,6.9417,Kvinesdal
2013-05-31,2013-05-31 11:08:41,58.3703,8.1923,Birkenes
2013-05-31,2013-05-31 11:09:30,58.3304,6.9597,Kvinesdal
2013-05-31,2013-05-31 11:12:41,58.327,6.8887,Kvinesdal
2013-05-31,2013-05-31 11:16:31,58.2989,6.8341,Kvinesdal
2013-05-31,2013-05-31 11:20:09,58.5817,6.5884,Lund
2013-05-31,2013-05-31 11:21:22,58.3474,6.7448,Flekkefjord
2013-05-31,2013-05-31 11:21:33,58.5707,6.5826,Lund
2013-05-31,2013-05-31 11:21:36,58.6979,6.9931,Kvinesdal
2013-05-31,2013-05-31 11:21:36,58.1185,6.9528,Lyngdal
2013-05-31,2013-05-31 11:21:36,58.4712,7.135,Hægebostad
2013-05-31,2013-05-31 11:26:29,58.381,6.7341,Flekkefjord
2013-05-31,2013-05-31 11:27:39,58.3186,6.8252,Kvinesdal
2013-05-31,2013-05-31 11:28:28,58.415,6.7507,Flekkefjord
2013-05-31,2013-05-31 11:28:28,58.8247,6.5785,Sirdal
2013-05-31,2013-05-31 11:28:47,58.5731,6.5358,Lund
2013-05-31,2013-05-31 11:28:47,58.6502,6.5552,Sirdal
2013-05-31,2013-05-31 11:31:27,58.4606,6.7268,Flekkefjord
2013-05-31,2013-05-31 11:33:27,58.6062,6.5526,Lund
2013-05-31,2013-05-31 11:33:27,58.5978,6.5117,Lund
2013-05-31,2013-05-31 11:34:56,58.537,6.5682,Lund
2013-05-31,2013-05-31 11:36:53,58.6544,6.6084,Sirdal
2013-05-31,2013-05-31 11:36:53,58.6009,6.5192,Lund
2013-05-31,2013-05-31 11:36:53,58.521,6.9479,Kvinesdal
2013-05-31,2013-05-31 11:38:39,58.9241,5.8646,Sandnes
2013-05-31,2013-05-31 11:38:39,58.5256,6.5299,Lund
2013-05-31,2013-05-31 11:38:39,58.5297,6.5286,Lund
2013-05-31,2013-05-31 11:40:35,58.5266,6.5843,Lund
2013-05-31,2013-05-31 11:42:11,58.5282,6.5161,Lund
2013-05-31,2013-05-31 11:44:53,58.3284,7.1095,Kvinesdal
2013-05-31,2013-05-31 11:44:53,58.5644,6.5175,Lund
2013-05-31,2013-05-31 11:44:53,58.5126,6.5441,Lund
2013-05-31,2013-05-31 11:47:15,58.5695,6.5292,Lund
2013-05-31,2013-05-31 11:53:37,58.3201,6.7165,Flekkefjord
2013-05-31,2013-05-31 11:53:42,61.9905,9.8225,Dovre
2013-05-31,2013-05-31 11:55:59,58.2861,6.6346,Flekkefjord
2013-05-31,2013-05-31 11:55:59,58.6003,6.6219,Sirdal
2013-05-31,2013-05-31 11:57:55,62.3466,9.6994,Oppdal
2013-05-31,2013-05-31 11:57:55,62.3412,9.6385,Oppdal
2013-05-31,2013-05-31 11:57:55,62.2623,9.6209,Oppdal
2013-05-31,2013-05-31 11:57:55,62.4063,9.7066,Oppdal
2013-05-31,2013-05-31 11:57:55,62.3477,9.538,Oppdal
2013-05-31,2013-05-31 11:57:55,62.3424,9.6339,Oppdal
2013-05-31,2013-05-31 11:59:13,58.5568,7.4346,Åseral
2013-05-31,2013-05-31 11:59:34,58.4233,6.5724,Lund
2013-05-31,2013-05-31 12:02:03,58.5142,6.3807,Lund
2013-05-31,2013-05-31 12:02:08,58.4125,6.5895,Lund
2013-05-31,2013-05-31 12:02:08,58.4091,6.6137,Flekkefjord
2013-05-31,2013-05-31 12:02:08,58.3997,6.5451,Lund
2013-05-31,2013-05-31 12:04:56,63.8463,12.1709,Verdal
2013-05-31,2013-05-31 12:04:56,63.8009,12.1563,Verdal
2013-05-31,2013-05-31 12:05:56,58.7217,5.7887,Time
2013-05-31,2013-05-31 12:07:19,58.5156,6.6144,Flekkefjord
2013-05-31,2013-05-31 12:07:19,58.4754,6.38,Lund
2013-05-31,2013-05-31 12:07:19,58.4602,6.4473,Sokndal
2013-05-31,2013-05-31 12:08:25,58.3836,6.8609,Flekkefjord
2013-05-31,2013-05-31 12:08:25,58.8888,7.9377,Bygland
2013-05-31,2013-05-31 12:08:25,58.3136,6.696,Flekkefjord
2013-05-31,2013-05-31 12:08:25,58.3082,6.6866,Flekkefjord
2013-05-31,2013-05-31 12:08:26,58.3749,6.5345,Lund
2013-05-31,2013-05-31 12:12:02,58.3692,6.3556,Sokndal
2013-05-31,2013-05-31 12:15:52,58.3187,6.6196,Flekkefjord
2013-05-31,2013-05-31 12:17:49,58.3237,6.7399,Flekkefjord
2013-05-31,2013-05-31 12:18:51,61.7287,9.6551,Nord-Fron
2013-05-31,2013-05-31 12:19:17,58.6705,6.4617,Bjerkreim
2013-05-31,2013-05-31 12:24:32,58.4433,7.1053,Kvinesdal
2013-05-31,2013-05-31 12:24:32,58.4307,6.5315,Lund
2013-05-31,2013-05-31 12:24:32,58.4325,6.5427,Lund
2013-05-31,2013-05-31 12:27:15,63.2469,9.5899,Orkdal
2013-05-31,2013-05-31 12:29:53,59.1087,6.2641,Hjelmeland
2013-05-31,2013-05-31 12:31:40,58.7559,6.3699,Gjesdal
2013-05-31,2013-05-31 12:35:56,58.3109,6.9374,Kvinesdal
2013-05-31,2013-05-31 12:35:56,58.3682,6.5053,Lund
2013-05-31,2013-05-31 12:41:20,62.6089,9.3315,Oppdal
2013-05-31,2013-05-31 12:41:52,58.406,6.4258,Sokndal
2013-05-31,2013-05-31 12:41:52,58.4162,6.4497,Sokndal
2013-05-31,2013-05-31 12:41:52,58.5095,6.4792,Lund
2013-05-31,2013-05-31 12:43:26,58.4119,6.4562,Sokndal
2013-05-31,2013-05-31 12:45:03,58.3932,6.4114,Sokndal
2013-05-31,2013-05-31 12:45:42,64.0329,11.9571,Steinkjer
2013-05-31,2013-05-31 12:47:19,58.4011,6.4263,Sokndal
2013-05-31,2013-05-31 12:55:00,58.378,6.3524,Sokndal
2013-05-31,2013-05-31 12:55:00,58.3866,7.0364,Kvinesdal
2013-05-31,2013-05-31 12:55:00,58.5304,6.649,Flekkefjord
2013-05-31,2013-05-31 12:55:00,58.4071,6.4776,Sokndal
2013-05-31,2013-05-31 12:55:02,59.5622,7.372,Bykle
