dato,timestamp,lat,lon
2021-10-12,2021-10-12 00:06:53,58.1714,18.7055
2021-10-12,2021-10-12 00:31:31,57.9752,18.8084
2021-10-12,2021-10-12 00:52:47,57.968,19.032
2021-10-12,2021-10-12 00:52:47,57.9795,19.0139
2021-10-12,2021-10-12 01:02:58,57.9575,19.2189
2021-10-12,2021-10-12 01:02:58,57.9518,19.2341
2021-10-12,2021-10-12 01:07:46,57.9442,19.3207
2021-10-12,2021-10-12 01:07:46,57.9617,19.222
2021-10-12,2021-10-12 01:07:46,57.9642,19.2179
2021-10-12,2021-10-12 01:10:24,57.9549,19.1857
2021-10-12,2021-10-12 01:11:24,57.9341,19.2596
2021-10-12,2021-10-12 01:11:24,57.9635,19.2136
2021-10-12,2021-10-12 01:11:24,57.9344,19.2004
2021-10-12,2021-10-12 01:11:24,57.9891,19.1942
2021-10-12,2021-10-12 01:19:09,57.9767,19.175
2021-10-12,2021-10-12 01:19:09,58.0113,19.1899
2021-10-12,2021-10-12 01:19:09,57.9707,19.1747
2021-10-12,2021-10-12 01:23:03,57.988,19.2597
2021-10-12,2021-10-12 01:23:03,57.9579,19.2581
2021-10-12,2021-10-12 01:23:03,57.9739,19.2671
2021-10-12,2021-10-12 01:26:30,57.9768,19.2379
2021-10-12,2021-10-12 04:00:41,58.044,17.8825
2021-10-12,2021-10-12 04:02:53,58.1158,17.6698
2021-10-12,2021-10-12 04:02:53,58.1155,18.1825
2021-10-12,2021-10-12 04:02:53,58.1147,18.182
2021-10-12,2021-10-12 04:02:54,58.1213,18.1914
2021-10-12,2021-10-12 04:14:32,58.1445,18.2977
2021-10-12,2021-10-12 04:17:06,58.1319,18.3033
2021-10-12,2021-10-12 04:17:06,58.144,18.2998
2021-10-12,2021-10-12 04:28:27,58.0088,19.5882
2021-10-12,2021-10-12 04:28:27,58.0298,19.5936
2021-10-12,2021-10-12 04:28:27,58.0233,19.3517
2021-10-12,2021-10-12 04:28:27,58.1213,19.615
2021-10-12,2021-10-12 04:28:27,57.9935,19.6013
2021-10-12,2021-10-12 04:28:27,58.0164,19.5946
2021-10-12,2021-10-12 04:28:27,57.9788,19.5996
2021-10-12,2021-10-12 04:28:27,57.984,19.5944
2021-10-12,2021-10-12 04:28:27,58.011,19.5917
2021-10-12,2021-10-12 04:28:27,58.0113,19.5944
2021-10-12,2021-10-12 05:50:35,57.9655,18.6998
2021-10-12,2021-10-12 05:50:35,57.9875,18.6887
2021-10-12,2021-10-12 05:50:35,58.0222,18.6977
