dato,timestamp,lat,lon
2018-07-14,2018-07-14 00:00:14,67.1124,25.0556
2018-07-14,2018-07-14 00:00:14,67.125,25.1866
2018-07-14,2018-07-14 00:00:14,67.1388,25.1259
2018-07-14,2018-07-14 00:00:14,67.114,24.9994
2018-07-14,2018-07-14 00:00:25,63.638,24.9087
2018-07-14,2018-07-14 00:00:25,63.6063,24.998
2018-07-14,2018-07-14 00:00:42,63.8023,25.0244
2018-07-14,2018-07-14 00:00:42,63.8326,24.9758
2018-07-14,2018-07-14 00:00:43,63.7474,25.1366
2018-07-14,2018-07-14 00:00:43,63.8345,24.9901
2018-07-14,2018-07-14 00:00:43,63.8074,24.9852
2018-07-14,2018-07-14 00:00:43,63.828,24.9858
2018-07-14,2018-07-14 00:01:12,63.5013,24.6128
2018-07-14,2018-07-14 00:01:12,63.5998,24.5231
2018-07-14,2018-07-14 00:01:12,63.5771,24.512
2018-07-14,2018-07-14 00:01:13,63.591,24.9607
2018-07-14,2018-07-14 00:01:13,63.6148,25.0263
2018-07-14,2018-07-14 00:01:13,63.5957,24.9844
2018-07-14,2018-07-14 00:01:13,63.6584,24.9971
2018-07-14,2018-07-14 00:01:13,63.5927,25.0265
2018-07-14,2018-07-14 00:01:58,63.6463,24.6545
2018-07-14,2018-07-14 00:01:58,63.6591,24.6509
2018-07-14,2018-07-14 00:01:58,63.6644,24.6111
2018-07-14,2018-07-14 00:02:19,63.6363,24.9687
2018-07-14,2018-07-14 00:02:19,63.6153,25.0173
2018-07-14,2018-07-14 00:03:09,63.5824,24.5055
2018-07-14,2018-07-14 00:03:09,63.5596,24.5078
2018-07-14,2018-07-14 00:03:09,63.5813,24.5473
2018-07-14,2018-07-14 00:03:09,63.6078,23.0599
2018-07-14,2018-07-14 00:03:20,67.1128,25.085
2018-07-14,2018-07-14 00:03:20,67.1308,25.0732
2018-07-14,2018-07-14 00:03:29,63.5476,24.9381
2018-07-14,2018-07-14 00:03:29,63.5665,25.0364
2018-07-14,2018-07-14 00:03:29,63.4413,25.1294
2018-07-14,2018-07-14 00:03:29,63.5362,25.1707
2018-07-14,2018-07-14 00:03:29,63.5198,25.2038
2018-07-14,2018-07-14 00:03:29,63.6006,25.0996
2018-07-14,2018-07-14 00:03:29,63.5357,25.1695
2018-07-14,2018-07-14 00:03:29,63.6477,24.9316
2018-07-14,2018-07-14 00:03:55,63.5938,24.5466
2018-07-14,2018-07-14 00:03:55,63.5735,24.4464
2018-07-14,2018-07-14 00:03:55,63.6029,24.5392
2018-07-14,2018-07-14 00:03:55,63.5856,24.4818
2018-07-14,2018-07-14 00:03:55,63.6053,24.544
2018-07-14,2018-07-14 00:03:56,66.2137,24.6339
2018-07-14,2018-07-14 00:04:35,63.6379,24.9791
2018-07-14,2018-07-14 00:04:35,63.5984,24.9861
2018-07-14,2018-07-14 00:04:35,63.6314,25.0041
2018-07-14,2018-07-14 00:04:58,63.5941,24.5476
2018-07-14,2018-07-14 00:04:58,63.5962,24.5425
2018-07-14,2018-07-14 00:04:58,63.5803,24.5189
2018-07-14,2018-07-14 00:04:58,63.5794,24.5179
2018-07-14,2018-07-14 00:04:58,63.6003,24.5417
2018-07-14,2018-07-14 00:05:30,63.5856,25.0937
2018-07-14,2018-07-14 00:05:30,63.6487,24.9274
2018-07-14,2018-07-14 00:05:30,63.7269,24.836
2018-07-14,2018-07-14 00:05:30,63.6529,25.022
2018-07-14,2018-07-14 00:05:30,63.6576,24.9426
2018-07-14,2018-07-14 00:05:30,63.6508,24.9361
2018-07-14,2018-07-14 00:05:30,63.7052,24.8739
2018-07-14,2018-07-14 00:05:30,63.6667,24.909
2018-07-14,2018-07-14 00:05:30,63.6553,24.9413
2018-07-14,2018-07-14 00:05:30,63.653,25.0082
2018-07-14,2018-07-14 00:05:30,63.5905,25.0193
2018-07-14,2018-07-14 00:05:30,63.635,25.0051
2018-07-14,2018-07-14 00:05:31,67.2387,25.2531
2018-07-14,2018-07-14 00:06:06,63.6123,25.0498
2018-07-14,2018-07-14 00:06:06,63.6035,25.0536
2018-07-14,2018-07-14 00:06:06,63.6098,24.974
2018-07-14,2018-07-14 00:06:28,63.6303,24.6337
2018-07-14,2018-07-14 00:06:28,63.6534,24.5874
2018-07-14,2018-07-14 00:06:38,63.6974,24.8237
2018-07-14,2018-07-14 00:06:38,63.6305,25.0063
2018-07-14,2018-07-14 00:06:38,63.6526,24.9883
2018-07-14,2018-07-14 00:06:38,63.6107,25.0308
2018-07-14,2018-07-14 00:07:16,63.5894,24.9951
2018-07-14,2018-07-14 00:07:16,63.5894,24.975
2018-07-14,2018-07-14 00:07:17,67.1941,25.1784
2018-07-14,2018-07-14 00:07:26,66.2368,24.8361
2018-07-14,2018-07-14 00:07:26,66.1108,25.0456
2018-07-14,2018-07-14 00:08:09,67.1464,24.9553
2018-07-14,2018-07-14 00:08:09,67.1411,24.9716
2018-07-14,2018-07-14 00:08:34,63.6232,25.1533
2018-07-14,2018-07-14 00:08:34,63.5612,24.8618
2018-07-14,2018-07-14 00:08:34,63.6102,25.0393
2018-07-14,2018-07-14 00:08:34,63.6005,25.0623
2018-07-14,2018-07-14 00:08:34,63.598,25.2239
2018-07-14,2018-07-14 00:08:34,63.6129,25.0452
2018-07-14,2018-07-14 00:08:34,63.7495,24.893
2018-07-14,2018-07-14 00:08:43,67.268,25.2032
2018-07-14,2018-07-14 00:08:43,67.2462,25.2316
