dato,timestamp,lat,lon,kommune
2010-08-04,2010-08-04 12:22:50,59.2173,9.167,Nome
2010-08-04,2010-08-04 12:22:51,59.2315,9.1171,Nome
2010-08-04,2010-08-04 12:53:58,62.7016,10.1602,Rennebu
2010-08-04,2010-08-04 13:02:52,62.652,9.9746,Oppdal
2010-08-04,2010-08-04 13:05:25,62.7545,10.0906,Rennebu
2010-08-04,2010-08-04 13:05:25,62.7631,10.1535,Rennebu
2010-08-04,2010-08-04 13:05:25,62.703,10.0583,Rennebu
2010-08-04,2010-08-04 13:05:25,62.7303,10.1239,Rennebu
2010-08-04,2010-08-04 13:06:41,62.7072,10.0902,Rennebu
2010-08-04,2010-08-04 13:06:41,62.7405,10.1447,Rennebu
2010-08-04,2010-08-04 13:06:41,62.7362,10.1425,Rennebu
2010-08-04,2010-08-04 13:19:23,62.985,10.3313,Midtre Gauldal
2010-08-04,2010-08-04 13:19:23,62.7721,10.0761,Rennebu
2010-08-04,2010-08-04 13:20:22,62.7715,10.1829,Midtre Gauldal
2010-08-04,2010-08-04 13:37:50,62.8059,10.2585,Midtre Gauldal
2010-08-04,2010-08-04 13:52:02,62.8457,10.2152,Midtre Gauldal
2010-08-04,2010-08-04 13:52:03,62.8789,10.1517,Midtre Gauldal
2010-08-04,2010-08-04 13:52:03,62.8204,10.1111,Rennebu
2010-08-04,2010-08-04 13:58:34,62.9209,10.1812,Midtre Gauldal
2010-08-04,2010-08-04 14:05:12,62.9853,9.7986,Meldal
2010-08-04,2010-08-04 14:06:48,62.8209,10.1082,Rennebu
2010-08-04,2010-08-04 14:06:48,62.8614,10.1378,Midtre Gauldal
2010-08-04,2010-08-04 14:06:49,62.8509,10.1025,Rennebu
2010-08-04,2010-08-04 14:22:43,62.9794,9.9503,Meldal
2010-08-04,2010-08-04 14:26:52,62.9548,10.1512,Midtre Gauldal
2010-08-04,2010-08-04 14:28:21,62.9719,10.0494,Midtre Gauldal
2010-08-04,2010-08-04 14:31:47,62.9595,10.1081,Midtre Gauldal
2010-08-04,2010-08-04 14:31:47,62.9084,10.0511,Rennebu
2010-08-04,2010-08-04 14:31:47,62.9654,10.0951,Midtre Gauldal
2010-08-04,2010-08-04 14:33:39,62.9569,10.1302,Midtre Gauldal
2010-08-04,2010-08-04 14:41:51,63.1653,10.3255,Melhus
2010-08-04,2010-08-04 14:47:02,62.9929,10.1162,Midtre Gauldal
2010-08-04,2010-08-04 14:49:05,63.0164,10.2905,Midtre Gauldal
2010-08-04,2010-08-04 15:06:07,65.3626,13.4071,Grane
2010-08-04,2010-08-04 15:09:01,64.1837,11.8153,Steinkjer
2010-08-04,2010-08-04 15:09:01,64.1848,11.7965,Steinkjer
2010-08-04,2010-08-04 15:09:27,65.3038,13.5353,Grane
2010-08-04,2010-08-04 15:10:15,63.3166,8.7859,Aure
2010-08-04,2010-08-04 15:10:15,63.0535,10.3008,Midtre Gauldal
2010-08-04,2010-08-04 15:11:32,63.0357,10.2596,Midtre Gauldal
2010-08-04,2010-08-04 15:15:31,63.9806,10.7393,Åfjord
2010-08-04,2010-08-04 15:18:07,62.9707,10.163,Midtre Gauldal
2010-08-04,2010-08-04 15:18:07,62.9674,10.6366,Midtre Gauldal
2010-08-04,2010-08-04 15:20:19,63.0503,10.2751,Midtre Gauldal
2010-08-04,2010-08-04 15:25:22,63.5422,11.923,Meråker
2010-08-04,2010-08-04 15:25:22,63.5598,11.9274,Meråker
2010-08-04,2010-08-04 15:40:42,63.0827,10.4811,Midtre Gauldal
2010-08-04,2010-08-04 15:40:49,64.5542,12.1669,Høylandet
2010-08-04,2010-08-04 15:44:43,63.1144,10.4983,Melhus
2010-08-04,2010-08-04 15:51:47,63.0914,10.4994,Melhus
2010-08-04,2010-08-04 15:59:58,64.3416,12.1315,Overhalla
2010-08-04,2010-08-04 15:59:58,64.4039,11.7725,Overhalla
2010-08-04,2010-08-04 16:02:20,64.2992,11.9429,Steinkjer
2010-08-04,2010-08-04 16:03:15,64.2878,11.9988,Snåsa
2010-08-04,2010-08-04 16:03:15,64.1746,11.9825,Steinkjer
2010-08-04,2010-08-04 16:03:42,64.2827,11.9555,Steinkjer
2010-08-04,2010-08-04 16:03:42,64.2781,11.9698,Snåsa
2010-08-04,2010-08-04 16:04:14,64.2023,11.7765,Steinkjer
2010-08-04,2010-08-04 16:04:14,64.2184,11.8099,Steinkjer
2010-08-04,2010-08-04 16:04:52,64.2782,11.9326,Steinkjer
2010-08-04,2010-08-04 16:04:52,64.1835,11.7414,Steinkjer
2010-08-04,2010-08-04 16:05:54,64.3111,11.9798,Overhalla
2010-08-04,2010-08-04 16:05:54,64.2928,11.9502,Steinkjer
2010-08-04,2010-08-04 16:05:54,64.2868,11.9393,Steinkjer
2010-08-04,2010-08-04 16:09:05,63.7166,12.2387,Verdal
2010-08-04,2010-08-04 16:09:40,64.4019,11.6511,Namsos
2010-08-04,2010-08-04 16:09:40,64.4037,12.1269,Overhalla
2010-08-04,2010-08-04 16:10:48,64.1987,11.7564,Steinkjer
2010-08-04,2010-08-04 16:10:50,64.1091,10.5403,Åfjord
2010-08-04,2010-08-04 16:10:50,64.2092,10.7433,Osen
2010-08-04,2010-08-04 16:11:12,63.6499,11.9979,Verdal
2010-08-04,2010-08-04 16:11:39,63.1869,10.3272,Melhus
2010-08-04,2010-08-04 16:22:25,64.3208,12.0108,Overhalla
2010-08-04,2010-08-04 16:22:25,64.3232,12.0188,Overhalla
2010-08-04,2010-08-04 16:29:09,64.1427,12.1175,Snåsa
2010-08-04,2010-08-04 16:29:09,64.2927,12.0772,Snåsa
2010-08-04,2010-08-04 16:35:56,64.4944,11.9453,Overhalla
2010-08-04,2010-08-04 16:35:56,64.4563,11.9083,Overhalla
2010-08-04,2010-08-04 16:35:56,64.2467,11.5085,Namsos
2010-08-04,2010-08-04 16:36:03,64.129,12.4226,Snåsa
2010-08-04,2010-08-04 16:36:03,64.1807,12.4443,Snåsa
2010-08-04,2010-08-04 16:40:23,64.5787,13.2422,Lierne
2010-08-04,2010-08-04 16:42:15,64.6468,12.1693,Høylandet
2010-08-04,2010-08-04 16:42:15,64.6872,12.2236,Høylandet
2010-08-04,2010-08-04 16:43:33,64.3869,12.219,Grong
